EmployeeID,meanHour,dayWorked,maxHourADay
83,6.001112288135594,236,6.816944444444444
84,8.983123278236906,242,9.831666666666667
85,10.426184640522866,238,11.390833333333333
86,8.387526183970852,244,9.117777777777778
87,7.912038626609444,233,8.65611111111111
88,7.105291842475386,237,8.055277777777778
89,9.68863319386332,239,10.613888888888889
90,7.77034751278475,239,8.595555555555556
91,6.284280356305675,237,7.108333333333333
92,6.306108726752502,233,7.287222222222222
93,8.831585038986356,228,9.709722222222222
94,7.722377344877349,231,8.662222222222223
95,7.317479732951837,233,8.02138888888889
96,10.79826248313091,247,11.62111111111111
97,10.401363945578229,245,11.192777777777778
98,5.994326703246456,243,6.900555555555556
99,6.113110181311016,239,7.074166666666667
100,8.133578096539159,244,9.090833333333334
101,7.306164990421451,232,8.243055555555555
102,7.10503034547152,238,7.866388888888889
103,6.327729314420805,235,6.992222222222222
104,8.128512160228896,233,9.03138888888889
105,7.986432557011164,229,8.65638888888889
106,10.509096921596921,231,11.385277777777778
107,7.993284030784035,231,8.807777777777778
108,6.103653752436648,228,6.8025
109,7.587908917501197,233,8.356944444444444
110,6.890321256038647,230,7.810277777777777
111,9.295999525166186,234,10.151666666666667
112,10.806078364950324,246,11.663333333333334
113,5.99521980676328,230,6.934166666666667
114,7.788609977324269,245,8.635555555555555
115,7.7177071563088475,236,8.425
116,6.189450379867046,234,7.1466666666666665
117,7.120614224137931,232,8.086666666666666
118,7.825193287037035,240,8.481111111111112
119,7.6194018031189,228,8.306666666666667
120,6.002463200379865,234,6.670555555555556
121,9.113126477541371,235,9.940277777777778
122,8.684139595103579,236,9.609722222222222
123,9.993131642512074,230,10.722222222222221
124,6.900539923039923,231,7.980833333333333
125,6.999357638888884,240,7.8475
126,6.286230158730157,231,7.0152777777777775
127,6.366151129943501,236,7.078611111111111
128,8.19166087962963,240,9.215
129,6.452089120370364,240,7.659166666666667
130,6.682986714975844,230,7.3902777777777775
131,7.482647754137118,235,8.261666666666667
132,9.920131519274374,245,10.677777777777777
133,7.415638297872336,235,8.029722222222222
134,7.495338468720824,238,8.22
135,5.998969652471853,227,6.768055555555556
136,6.859545346628679,234,7.620277777777778
137,6.131909722222225,232,6.838333333333333
138,7.6748054331864894,227,9.187777777777777
139,8.87896942110177,238,9.740277777777777
140,10.895845306513415,232,11.7325
141,10.69200166905103,233,11.548333333333334
142,7.060316091954026,232,7.935833333333333
143,9.00917913832199,245,9.744166666666667
144,7.420447466294747,239,8.446111111111112
145,7.585973922902494,245,8.447777777777778
146,6.6241366989396075,241,7.3902777777777775
147,6.1927648305084775,236,7.1113888888888885
148,6.472303436911492,236,7.578055555555555
149,8.195051440329216,243,9.280555555555555
150,6.787695733708394,237,7.496666666666667
151,7.302139479905439,235,8.153611111111111
152,6.822407010014311,233,7.8886111111111115
153,7.322458937198067,230,8.371944444444445
154,6.164361829501921,232,6.9622222222222225
155,7.610284810126584,237,8.50611111111111
156,6.5951353874883285,238,7.573333333333333
157,10.648925376647835,236,11.314722222222223
158,6.204427312775328,227,6.948333333333333
159,8.591902250351612,237,9.345833333333333
160,6.001353864734301,230,6.954722222222222
161,6.281751101321589,227,7.343333333333334
162,7.905569800569798,234,8.693888888888889
163,7.175699035812675,242,7.960555555555556
164,6.651255274261603,237,7.408333333333333
165,7.906068376068368,234,8.66611111111111
166,6.718815667131563,239,7.622777777777777
167,6.290588023088022,231,7.1594444444444445
168,7.178114997713765,243,7.911388888888889
169,6.286431712962966,240,7.013333333333334
170,7.217978595478597,231,8.144166666666667
171,7.809089371980674,230,8.586666666666666
172,6.805152662993575,242,7.595277777777778
173,6.484045584045582,234,7.265833333333333
174,7.651214845550945,241,8.542777777777777
175,7.585962725546057,234,8.435833333333333
176,9.179540598290602,234,10.1225
177,6.378153248587573,236,7.039166666666667
178,8.477647198480538,234,9.182777777777778
179,6.965121812386158,244,7.820555555555556
180,6.474620792992164,241,7.247222222222222
181,8.876004361799815,242,9.7875
182,6.588341861598437,228,7.523333333333333
183,10.995573136427565,237,11.813333333333333
184,7.810652071563088,236,8.674444444444445
185,7.229256602914389,244,7.966944444444445
186,6.419389838556503,234,7.244166666666667
187,6.77962361712362,231,7.443611111111111
188,7.39080959164292,234,8.415555555555555
189,6.19204951690821,230,7.081666666666667
190,6.014660228898429,233,6.859166666666667
191,7.301029143897992,244,8.1625
192,7.061997245179061,242,7.879166666666666
193,8.724735996326904,242,9.770833333333334
194,10.807604755178918,236,11.556944444444444
195,7.410288839724679,226,8.255555555555556
196,9.190491803278682,244,9.989166666666666
197,7.393010477582845,228,8.106111111111112
198,7.402587597971413,241,8.135555555555555
199,6.71170821462488,234,7.368611111111111
200,9.230231673582297,241,10.091111111111111
201,6.880860065086007,239,7.569444444444445
202,9.292572463768122,230,10.009722222222223
203,6.0161487142164,229,6.780555555555556
204,6.326000243664721,228,7.128055555555555
205,6.406121659634321,237,7.244166666666667
206,8.751425846447303,233,9.359444444444444
207,7.3898275462963,240,8.135
208,6.1961890838206655,228,7.065555555555555
209,7.7062796373779605,239,8.472222222222221
210,7.506634393729826,241,8.226111111111111
211,9.075687613843355,244,9.719722222222222
212,5.993242277547261,241,6.733055555555556
213,6.030856290174475,242,6.756666666666667
214,6.020102278010228,239,7.089166666666666
215,6.899095171120483,237,7.588333333333333
216,10.781685108344863,241,11.661111111111111
217,8.983126503126497,231,9.833055555555555
218,7.383425160697889,242,8.32638888888889
219,6.82366618773946,232,7.942222222222222
220,6.789116575591986,244,7.569166666666667
221,7.409312285854138,227,8.323611111111111
222,10.825435862691958,246,11.6075
223,6.877650214592273,233,7.6475
224,8.906513949013952,231,9.704166666666667
225,6.683451882845184,239,7.522222222222222
226,7.924495583449563,239,8.786666666666667
227,6.310503323836655,234,7.105277777777777
228,7.887926545792655,239,8.926666666666666
229,8.882879515317786,243,9.88861111111111
230,7.089900137741048,242,7.774166666666667
231,7.490815602836882,235,8.335277777777778
232,8.685538548752831,245,9.448888888888888
233,6.8024483471074335,242,7.603888888888889
234,9.126422039323272,243,9.931666666666667
235,7.016586966713546,237,8.04888888888889
236,6.704297027290446,228,7.583888888888889
237,8.40203862660944,233,9.188888888888888
238,6.4830741515574175,239,7.273888888888889
239,7.233100241545896,230,8.013333333333334
240,8.690202020202024,231,9.473333333333333
241,6.037342143906019,227,6.838055555555556
242,7.282165484633565,235,8.076944444444445
243,9.377237144168957,242,10.683055555555555
244,7.309830051570559,237,8.065
245,7.113752955082737,235,7.961388888888889
246,7.438477452347751,239,8.116388888888888
247,7.574113060428853,228,8.437777777777777
248,9.9631910291439,244,10.843055555555555
249,6.214981325863681,238,7.1594444444444445
250,6.810724121557459,234,7.692777777777778
251,6.655866150961085,237,7.495277777777778
252,7.514910468319559,242,8.472777777777777
253,6.40839790448343,228,7.3625
254,10.702960618846696,237,11.513333333333334
255,7.0032198067632825,230,7.912222222222222
256,8.629089635854347,238,9.33361111111111
257,10.402638888888898,246,11.289444444444445
258,6.731132756132759,231,7.413888888888889
259,7.089940645773973,234,7.96
260,7.680787229137852,241,8.582222222222223
261,6.798771808999082,242,7.7316666666666665
262,7.805469432314412,229,8.667222222222222
263,7.0984033816425125,230,8.248611111111112
264,8.886216761633428,234,9.79888888888889
265,7.604899320718096,229,8.315
266,9.11923328816621,246,10.058333333333334
267,6.820739942528737,232,7.7347222222222225
268,7.512698248040573,241,8.431666666666667
269,6.712491654744877,233,7.608333333333333
270,7.899165479582145,234,9.113888888888889
271,8.205001129177957,246,8.967222222222222
272,7.16521459227468,233,7.945833333333334
273,6.51059523809524,231,7.2252777777777775
274,7.932475845410629,230,8.654444444444444
275,6.717376142376142,231,7.599722222222222
276,8.616050275482097,242,9.61111111111111
277,6.755989130434779,230,7.524166666666667
278,7.7105482134116485,227,8.497777777777777
279,6.608694327238628,237,7.573888888888889
280,7.345515705578996,237,8.140277777777778
281,6.168100858369102,233,6.955
282,7.386711943220752,227,8.094722222222222
283,8.098430373605042,229,8.934722222222222
284,6.0201692343604085,238,6.765
285,9.813845220766613,229,10.609166666666667
286,6.108189257722456,241,7.080277777777778
287,8.305402717127606,229,9.134722222222223
288,7.52110395803529,233,8.3175
289,6.406720393232739,243,7.164444444444444
290,10.005455602045567,239,10.919166666666667
291,7.09778601694915,236,8.227222222222222
292,6.407837219935986,243,7.1691666666666665
293,7.803427128427126,231,8.900833333333333
294,6.2958621484555115,241,7.285555555555556
295,7.136065808297571,233,7.850833333333333
296,8.798176638176638,234,9.564444444444444
297,7.50066370673953,244,8.196388888888889
298,7.083401261523527,229,8.12
299,6.276725403817918,227,7.071944444444444
300,7.098347763347762,231,8.035833333333333
301,7.805346304454226,227,8.591388888888888
302,10.90283052039381,237,11.693888888888889
303,6.192482492997199,238,7.035
304,5.994694444444447,230,6.770833333333333
305,10.05005485527545,238,10.992777777777778
306,7.678097461685826,232,8.645555555555555
307,5.9789278959810845,235,6.718055555555556
308,7.978443486590038,232,8.795833333333333
309,10.008350095785438,232,10.745555555555555
310,7.783258196721307,244,8.576666666666666
311,7.978675034867509,239,8.937222222222223
312,7.403508141762455,232,8.205833333333333
313,7.212850091827361,242,7.9463888888888885
314,7.081466714559382,232,7.850833333333333
315,6.293542824074077,240,7.089444444444444
316,6.192324879227055,230,7.443611111111111
317,6.202630172013016,239,7.001666666666667
318,8.909899817850642,244,9.713333333333333
319,6.809992997198875,238,7.495555555555556
320,9.45522633744856,243,10.483333333333333
321,10.810497015610652,242,11.775555555555556
322,6.9243169793169805,231,7.737777777777778
323,7.7993066939890685,244,8.596944444444444
324,7.168747563352824,228,7.9825
325,6.453228166438044,243,7.848888888888889
326,7.936015283842795,229,8.875555555555556
327,7.82275941230487,242,8.546388888888888
328,7.97509610876699,237,8.954166666666667
329,6.815337713231901,241,7.614722222222222
330,6.073565400843878,237,6.916666666666667
331,6.410002354048964,236,7.322222222222222
332,10.695543234767023,248,11.456944444444444
333,6.985387275242047,241,7.696111111111111
334,7.9868342516069815,242,8.856666666666667
335,9.466814892623711,238,10.282222222222222
336,7.715425194931772,228,8.688055555555556
337,7.725977587029093,233,8.573888888888888
338,8.896329022988503,232,10.015277777777778
339,7.7813279418659125,237,8.685277777777777
340,10.472171934865905,232,11.282777777777778
341,6.202743961352658,230,7.081666666666667
342,6.620693226120854,228,7.345277777777778
343,7.992996632996639,231,8.732222222222223
344,6.885680076628349,232,7.761388888888889
345,9.377876417233553,245,10.212222222222222
346,6.619438431938434,231,7.5536111111111115
347,7.581864426154553,243,8.462777777777777
348,7.595101010101013,242,8.265555555555556
349,6.873507092198583,235,7.8225
350,6.287247474747479,231,7.122222222222222
351,6.37648635477583,228,7.196111111111111
352,7.33441197691198,231,8.051666666666666
353,10.494040835707498,234,11.322222222222223
354,6.99478991596639,238,7.6194444444444445
355,9.909392076502733,244,10.725555555555555
356,6.892396694214876,242,7.678333333333334
357,7.998314009661836,230,8.881388888888889
358,7.311344671201818,245,8.312222222222223
359,6.114925444925446,231,6.951944444444444
360,6.318081125058113,239,7.121388888888889
361,6.416490429505138,238,7.349444444444444
362,6.0196254034117125,241,6.706388888888889
363,6.90325396825397,231,7.641111111111111
364,9.704113475177293,235,10.461666666666666
365,7.789356600189935,234,8.672222222222222
366,6.412108695652172,230,7.403888888888889
367,10.391128117913825,245,11.127777777777778
368,8.524001406469765,237,9.35361111111111
369,6.58656795224977,242,7.663333333333333
370,7.586581196581195,234,8.261666666666667
371,6.1043384047948335,241,7.0872222222222225
372,6.291572442486535,227,7.235833333333333
373,6.482304837164748,232,7.511388888888889
374,10.983654910096824,241,12.088611111111112
375,8.008833333333335,230,8.803055555555556
376,7.591120293847567,242,8.660833333333333
377,10.409626200274346,243,11.197777777777778
378,8.795422125181949,229,9.537777777777778
379,10.000467772967772,231,10.71
380,7.885713245997089,229,8.585277777777778
381,7.795277777777777,237,8.484444444444444
382,7.469465191332411,241,8.37111111111111
383,7.561153381642512,230,8.397777777777778
384,6.814644208037825,235,7.801388888888889
385,6.987524717514126,236,7.825555555555556
386,9.61490585774059,239,10.607777777777779
387,10.098353009259263,240,10.854166666666666
388,9.394445592286498,242,10.148055555555555
389,6.366061039580355,233,7.165277777777778
390,7.1050000000000075,236,8.03111111111111
391,7.408802600472816,235,8.187777777777777
392,6.669338570127502,244,7.629722222222222
393,7.585617283950619,234,8.465833333333334
394,10.682913251366127,244,11.564444444444444
395,8.309069385841536,237,9.055555555555555
396,6.612721734892791,228,7.562777777777778
397,6.882712018140582,245,7.763055555555556
398,9.41635460992908,235,10.279166666666667
399,10.02503373819164,247,10.929444444444444
400,6.452346460384433,237,7.076666666666667
401,9.774024872152493,239,10.547222222222222
402,6.417041116005879,227,7.1475
403,10.500407559198536,244,11.322777777777778
404,6.578010603964955,241,7.562777777777778
405,7.105422602089267,234,7.696666666666666
406,7.87793537414966,245,8.759722222222223
407,10.297726548269582,244,11.26361111111111
408,8.485591889357712,237,9.234444444444444
409,9.80230982019364,241,10.549444444444445
410,10.41046055796056,231,11.241111111111111
411,7.677303436911487,236,8.385277777777778
412,10.666269177126916,239,11.72638888888889
413,7.68067991631799,239,8.551666666666666
414,7.722572267389336,246,8.5375
415,6.878238304093564,228,7.693611111111111
416,10.548225957049487,238,11.288333333333334
417,8.320311483031148,239,9.389444444444445
418,6.081554641060815,243,6.973888888888889
419,10.380476190476188,238,11.11111111111111
420,6.99183069923372,232,7.999722222222222
421,6.698963272896328,239,7.4622222222222225
422,7.083433515482695,244,7.950555555555556
423,6.503389121338913,239,7.235277777777778
424,7.082066256830598,244,7.711944444444445
425,7.082806473829207,242,7.879444444444444
426,8.902678826895576,233,9.643333333333333
427,6.066140609636182,226,7.098055555555556
428,7.6438669893960345,241,8.449166666666667
429,10.713868621840723,233,11.504166666666666
430,7.096325863678806,238,7.8758333333333335
431,10.615016136468423,241,11.400833333333333
432,6.0836524334251605,242,6.954722222222222
433,8.329586339586344,231,9.221666666666666
434,8.140834467120186,245,9.02
435,7.893576832151297,235,8.856111111111112
436,9.80588959212377,237,10.76
437,6.01725979052823,244,6.8277777777777775
438,6.274626352015735,226,7.040555555555556
439,6.309092827004216,237,6.974166666666667
440,7.619650655021834,229,8.518611111111111
441,6.370707923112988,237,7.176944444444445
442,6.990128384687208,238,7.995833333333334
443,7.475840579710145,230,8.385
444,6.523184113865928,242,7.469444444444444
445,8.003096797671034,229,9.028333333333334
446,8.100102339181289,228,8.922222222222222
447,7.318681434599153,237,8.037222222222223
448,6.510007246376812,230,7.188888888888889
449,9.472787154242848,237,10.277777777777779
450,10.091632387706861,235,11.061944444444444
451,6.805802341597795,242,7.6825
452,8.18766456582633,238,8.958333333333334
453,7.93415828544061,232,8.797222222222222
454,10.280916902071565,236,10.955
455,7.515693306010931,244,8.5775
456,7.010381512217612,241,7.944444444444445
457,7.387595410628015,230,8.564722222222223
458,8.981857999077919,241,9.846111111111112
459,7.905851370851376,231,8.801388888888889
460,7.078493085360039,233,8.086388888888889
461,8.703335629017452,242,9.514444444444445
462,7.972122359963266,242,8.931944444444444
463,10.505095744680844,235,11.358611111111111
464,9.480353223593957,243,10.252222222222223
465,7.704971539162111,244,8.30888888888889
466,6.8869077134986245,242,7.671111111111111
467,6.59333674863388,244,7.638055555555556
468,9.320771072796935,232,10.226111111111111
469,6.301517447199272,242,7.066944444444444
470,6.313124113475178,235,7.356944444444444
471,6.600198067632847,230,7.532777777777778
472,9.589834490740744,240,10.50361111111111
473,10.117882689556518,233,10.793611111111112
474,8.314766021207928,241,9.231944444444444
475,7.605639619883038,228,8.463611111111112
476,7.92828140096619,230,8.976666666666667
477,7.332729044834308,228,8.12861111111111
478,7.980580704160947,243,8.738055555555556
479,6.542558922558922,231,7.289444444444444
480,6.894249533146587,238,7.658333333333333
481,7.0996823722456615,237,7.895277777777777
482,7.2948536808413325,243,8.313333333333333
483,6.933727824463114,238,7.566388888888889
484,8.030177875243666,228,9.021944444444445
485,6.19124529190207,236,7.099166666666667
486,10.105665532879822,245,11.534444444444444
487,6.5905484330484345,234,7.409722222222222
488,8.626039312617708,236,9.342777777777778
489,6.273640479686738,227,7.091111111111111
490,8.381559454191036,228,9.187777777777777
491,7.659834287076777,233,8.3175
492,6.0149187853107335,236,6.865833333333334
493,10.897943989071031,244,11.750277777777777
494,6.443813352826512,228,7.496944444444445
495,7.827982941447672,241,8.571388888888889
496,10.81973726851852,240,11.646666666666667
497,7.6267257683215055,235,8.382777777777777
498,7.399487882944668,243,8.366944444444444
499,7.197954014939312,238,8.504722222222222
500,7.064413580246914,243,7.954166666666667
501,8.106017750115258,241,8.801944444444445
502,6.671499316939892,244,7.404166666666667
503,7.78030762167126,242,8.490277777777777
504,6.082619895536561,234,6.9675
505,8.209500962000964,231,8.983611111111111
506,9.218184198542803,244,10.264722222222222
507,7.768436639118456,242,8.543055555555556
508,7.590477357609713,238,8.38
509,9.595219610636276,234,10.372222222222222
510,7.263275362318842,230,8.194722222222222
511,6.117728613569322,226,6.919444444444444
512,7.708791383219956,245,8.505277777777778
513,7.396068376068377,234,8.133333333333333
514,7.571803797468355,237,8.399444444444445
515,6.912598950882209,233,7.616388888888889
516,6.6080651340996175,232,7.411111111111111
517,6.108080029368575,227,6.809444444444445
518,7.925064545873672,241,8.554722222222223
519,9.111901005944215,243,9.863611111111112
520,6.6217576419214,229,7.232777777777778
521,10.988871455137136,239,11.959444444444445
522,8.716918044077142,242,9.3475
523,7.419935622317596,233,8.172777777777778
524,7.517420634920634,231,8.304722222222223
525,6.251273433927756,243,7.0744444444444445
526,7.878476324425687,237,8.894166666666667
527,7.293590579710142,230,8.435277777777777
528,7.923936741363213,238,8.696666666666667
529,8.00761088248742,243,8.761944444444444
530,6.733892496392498,231,7.543611111111111
531,6.612759487882943,243,7.508611111111111
532,6.190119870908254,241,7.381666666666667
533,6.412309251311406,233,7.201388888888889
534,9.812394349477682,234,10.624444444444444
535,7.795180737506063,229,8.888333333333334
536,6.665248419150861,246,7.506388888888889
537,6.688168328584995,234,7.450555555555556
538,10.582439909297051,245,11.463333333333333
539,10.899974537037034,240,11.659166666666666
540,7.8106437768240315,233,8.743611111111111
541,10.211385327635336,234,11.001388888888888
542,6.781549408014578,244,7.453055555555555
543,6.296936170212766,235,7.194444444444445
544,10.463207994579944,246,11.246666666666666
545,8.041233424782815,243,8.911388888888888
546,7.120342066957789,229,7.927777777777778
547,6.210528752436649,228,7.041666666666667
548,6.01561302681992,232,6.8925
549,7.982319788797063,242,8.754444444444445
550,10.697828385065227,247,11.623055555555556
551,6.323727053140092,230,7.288888888888889
552,6.896527191748708,237,7.675277777777778
553,6.399091970121382,238,7.062222222222222
554,7.389816810344827,232,8.384166666666667
555,7.119895264116579,244,7.896944444444444
556,7.199784215546017,233,7.857222222222222
557,5.983684270690438,243,6.903333333333333
558,10.51871351224106,236,11.363055555555556
559,6.19507391511683,233,7.012222222222222
560,7.19574758454106,230,7.954444444444444
561,6.606262183235862,228,7.322777777777778
562,7.483979044834312,228,8.330277777777777
563,6.5963852498787015,229,7.638888888888889
564,7.172206521739128,230,7.965833333333333
565,8.026111111111105,230,8.876944444444444
566,7.102371886973181,232,7.850555555555555
567,7.202196251129173,246,8.061111111111112
568,10.898558956916107,245,11.803611111111111
569,6.523463618485747,226,7.289166666666667
570,10.684742231638415,236,11.385833333333334
571,6.993391500474827,234,7.719444444444444
572,8.983830721747387,234,9.712777777777777
573,8.124268207282913,238,8.901111111111112
574,7.129567099567101,231,8.033611111111112
575,8.00203096539162,244,8.712777777777777
576,7.415027420123987,233,8.153055555555556
577,7.086783816425122,230,7.820833333333334
578,6.802122359963263,242,7.612777777777778
579,6.7926662017666155,239,7.718333333333334
580,6.714373219373221,234,7.563055555555556
581,8.018587061087063,231,8.936666666666667
582,7.69498917748918,231,8.452777777777778
583,7.065130934899657,227,8.258888888888889
584,7.908282163742686,228,8.720833333333333
585,10.29105742296918,238,11.033888888888889
586,7.521268861454047,243,8.425555555555556
587,7.689250806823416,241,8.452222222222222
588,10.515668510834482,241,11.409722222222221
589,6.898151664322545,237,7.6325
590,7.492503429355276,243,8.336388888888889
591,7.9864849537037,240,8.6825
592,7.510137741046828,242,8.304722222222223
593,6.594826998050681,228,7.518055555555556
594,6.2822836774827895,226,6.9625
595,7.468521241830064,238,8.264722222222222
596,7.285244072524412,239,8.020833333333334
597,8.797695810564667,244,9.741111111111111
598,6.775005715592139,243,7.696666666666666
599,6.6995500949667575,234,7.439444444444445
600,10.402478354978353,231,11.268888888888888
601,5.996221993598531,243,6.787222222222222
602,8.894559306141588,237,9.63888888888889
603,9.878622831692443,237,10.63888888888889
604,5.993167372881351,236,6.87
605,6.17086566091954,232,7.230555555555555
606,7.82051336146273,237,8.724722222222223
607,7.181788194444441,240,8.079444444444444
608,7.494121557454892,234,8.370833333333334
609,6.791671583087516,226,7.635277777777778
610,7.2283275220827505,239,7.9911111111111115
611,7.196454031465092,226,7.999444444444444
612,7.289913267698075,237,8.073055555555555
613,8.49840042372881,236,9.349722222222223
614,6.562475526186982,227,7.523888888888889
615,6.017825712881019,226,6.748611111111111
616,6.5835213488597715,229,7.71
617,6.008942837465561,242,6.753611111111111
618,7.5908509142053475,237,8.475277777777778
619,6.281038748832864,238,7.095833333333333
620,6.215752415458936,230,7.009444444444444
621,7.501866898148147,240,8.257777777777777
622,8.617627847512788,239,9.357777777777779
623,7.265763593380613,235,8.305833333333334
624,8.392867996201328,234,9.182777777777778
625,8.036303688141926,238,8.857777777777779
626,6.055536562203226,234,6.999444444444444
627,7.2911014492753665,230,8.080833333333333
628,8.014339708561021,244,8.912777777777778
629,9.183357843137257,238,10.024444444444445
630,9.528811791383223,245,10.285833333333333
631,9.8076400273224,244,10.806666666666667
632,9.176214830710544,233,9.848333333333333
633,6.318405392840545,239,7.091388888888889
634,6.005806030389361,234,6.778333333333333
635,8.388885357815436,236,9.577777777777778
636,7.376378019323668,230,8.259166666666667
637,7.671983151183978,244,8.535277777777777
638,8.59181828703704,240,9.512777777777778
639,7.271392419962332,236,8.0125
640,7.37045717592593,240,8.278611111111111
641,6.593010037348274,238,7.3805555555555555
642,6.701772197962152,229,7.550833333333333
643,6.08672610882487,243,6.975833333333333
644,6.085262855831037,242,6.779166666666667
645,7.984060846560845,231,8.8625
646,8.795437641723359,245,9.718055555555555
647,6.180496772706313,241,7.279166666666667
648,6.917482492997203,238,7.7475
649,5.984335901027079,238,6.7508333333333335
650,7.0229673342870775,233,7.76
651,11.03096035137702,234,11.934166666666666
652,10.783780400572244,233,11.768611111111111
653,7.4851700930004865,227,8.47888888888889
654,9.204768897996356,244,10.00388888888889
655,8.68797278911564,245,9.532222222222222
656,9.87869047619047,231,10.78138888888889
657,9.622883101851848,240,10.481388888888889
658,7.594680728446287,241,8.300277777777778
659,6.901101774042949,238,7.655833333333334
660,8.918751157407405,240,9.795833333333333
661,10.986178861788622,246,11.800277777777778
662,6.592285137701812,234,7.451388888888889
663,6.795719907407405,240,7.62
664,10.374410628019325,230,11.221111111111112
665,7.8081950354609875,235,8.596111111111112
666,7.497001182033097,235,8.16611111111111
667,10.482086720867207,246,11.283333333333333
668,9.421422127255465,234,10.153611111111111
669,6.413299663299666,231,7.307222222222222
670,10.608310841205576,247,11.462777777777777
671,5.9810314111579945,237,6.735
672,9.709561781609192,232,10.641388888888889
673,6.9883248423095585,229,7.833888888888889
674,9.513817167577411,244,10.233333333333333
675,8.406775878442547,234,9.2675
676,6.799669766332852,233,7.613888888888889
677,7.9832914272030635,232,8.83388888888889
678,6.805245961820853,227,7.763055555555556
679,6.023483171968647,241,6.8197222222222225
680,8.39013433515483,244,9.166666666666666
681,6.0355056042884945,228,6.9463888888888885
682,6.4912324929972,238,7.381944444444445
683,7.722481634527087,242,8.538055555555555
684,6.2263818565400815,237,7.258333333333334
685,6.722831018518514,240,7.4302777777777775
686,7.708216807909609,236,8.636666666666667
687,8.013723628691984,237,8.935
688,10.404741297091086,233,11.277777777777779
689,9.801315667131572,239,10.558055555555555
690,9.97450046685341,238,10.997777777777777
691,10.406511839708555,244,11.215277777777779
692,6.005927823315116,244,6.943888888888889
693,10.098737922705315,230,10.866111111111111
694,7.825096982758625,232,8.680833333333334
695,9.07882151300236,235,9.898888888888889
696,5.9845693837942715,229,6.894166666666667
697,9.682367503486748,239,10.499166666666667
698,6.600917397660818,228,7.238888888888889
699,8.004705459770117,232,8.815555555555555
700,7.306210648148146,240,8.084166666666667
701,7.377629009762897,239,8.456388888888888
702,5.978105646630234,244,6.765
703,7.67068794326241,235,8.506944444444445
